Pergunta,Resposta
Quais tipos de documentos são classificados como adicionais no Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
Documentos adicionais: qual a sua função no sistema Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
O que preciso saber sobre documentos adicionais no Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
Como os documentos adicionais são tratados no Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
"No contexto do Nova SAT, o que se enquadra como documentos adicionais?","São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
Documentos adicionais: como eles são utilizados no Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
O que o sistema Nova SAT define como documentos adicionais?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
Como identificar e utilizar documentos adicionais no Nova SAT?,"São aqueles documentos que, muito embora a análise técnica seja possível na sua ausência, o envio deles permitirá à equipe técnica do GATE produzir uma IT de forma mais célere, eficiente e completa. Em outras palavras, eles não são imprescindíveis para análise técnica, mas seu envio ajuda o trabalho dos técnicos periciais."
É possível enviar a SAT ao GATE mesmo sem todos os documentos adicionais listados?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
Posso enviar a SAT ao GATE se não tiver todos os documentos adicionais necessários?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
Ainda consigo enviar a SAT ao GATE caso falte algum documento adicional?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
É permitido enviar a SAT ao GATE sem ter todos os documentos adicionais?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
O que acontece se eu enviar a SAT ao GATE sem todos os documentos adicionais?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
Consigo enviar a SAT ao GATE mesmo que não tenha todos os documentos adicionais?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
É obrigatório ter todos os documentos adicionais para enviar a SAT ao GATE?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
Posso prosseguir com o envio da SAT ao GATE mesmo sem todos os documentos adicionais?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
Como proceder se não possuo todos os documentos adicionais para enviar a SAT ao GATE?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
A falta de algum documento adicional impede o envio da SAT ao GATE?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
"É necessário ter todos os documentos adicionais para enviar a SAT ao GATE, ou há flexibilidade?","Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
O sistema permite o envio da SAT ao GATE sem a apresentação de todos os documentos adicionais?,"Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
"Se eu não tiver todos os documentos adicionais, ainda posso enviar a SAT ao GATE?","Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
"O envio da SAT ao GATE exige todos os documentos adicionais, ou há exceções?","Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
"Mesmo sem todos os documentos adicionais, há como enviar a SAT ao GATE?","Sim. Caso o solicitante não possua todos os documentos adicionais listados, é possível o envio da SAT ao GATE sem qualquer prejuízo. Lembre-se apenas que o envio desta categoria de documentos pode resultar em uma IT mais completa e mais eficiente para sua investigação."
"O que significa o termo ""complementaridade"" no contexto do sistema Nova SAT do MPRJ?","A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Como a complementaridade é definida dentro do sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Pode explicar o conceito de complementaridade no sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Complementaridade: o que isso representa no sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
"No sistema Nova SAT do MPRJ, como se entende a complementaridade?","A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Qual a definição de complementaridade no sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Como funciona a complementaridade no sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
O que se entende por complementaridade no contexto do Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Complementaridade: qual a sua importância no sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
"No Nova SAT do MPRJ, o que caracteriza a complementaridade?","A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Pode detalhar o que é complementaridade no sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Como o sistema Nova SAT do MPRJ aborda a complementaridade?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
O que é complementaridade e como ela se aplica no sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
"No contexto do Nova SAT do MPRJ, como a complementaridade é aplicada?","A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
Complementaridade: como esse conceito é utilizado no sistema Nova SAT do MPRJ?,"A natureza complementar das atividades do GATE está prevista nos artigos 1º e 9º, inciso II, da Resolução GPGJ nº 2.197/18. Significa dizer que o GATE não se substitui aos órgãos de execução; aos demais órgãos internos do MPRJ; aos órgãos técnicos e/ou com poder de polícia ou regulatório do Poder Executivo ou demais órgãos de controle (interno ou externo); ou aos profissionais cuja prestação de serviços técnicos for necessária para que os investigados cumpram seus deveres legais ou obrigações assumidas perante o MPRJ. Sendo assim, o GATE nunca será o primeiro a atuar no caso concreto. Sua análise sempre irá se basear na manifestação técnica do órgão dotado de poder de polícia, investigativo ou regulatório, inclusive órgãos de controle interno e externo; no laudo pericial; ou na manifestação técnica produzida pelo perito oficial do juízo."
"1. Se o órgão com poder de polícia ou regulatório não respondeu às minhas solicitações, ainda posso solicitar assistência ao GATE?","Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
2. O GATE pode ser acionado mesmo que o órgão regulador não tenha atendido às minhas requisições?,"Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
"3. Caso o órgão competente ignore minhas demandas, há alguma restrição para recorrer ao GATE?","Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
4. É possível pedir ajuda ao GATE se o órgão com poder de polícia não cumpriu com as minhas solicitações?,"Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
5. O que fazer se o órgão regulador não atender às minhas requisições? Posso ainda buscar auxílio no GATE?,"Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
"6. Mesmo com o órgão de polícia ou regulatório não atendendo às minhas requisições, ainda tenho direito de acionar o GATE?","Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
"7. Se o órgão responsável não cumprir com as minhas solicitações, estou impossibilitado de recorrer ao GATE?","Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
8. O GATE pode ser acionado mesmo que o órgão com poder de polícia não tenha respondido às minhas requisições?,"Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
9. Existe alguma limitação para pedir ajuda ao GATE se o órgão regulador não atender às minhas demandas?,"Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
10. O que acontece se o órgão com poder de polícia não atender às minhas requisições? Ainda posso buscar apoio no GATE?,"Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
"11. Se o órgão regulatório não der atenção às minhas solicitações, estou proibido de recorrer ao GATE?","Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
"12. Mesmo que o órgão competente não atenda às minhas requisições, ainda posso solicitar assistência ao GATE?","Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
13. O GATE pode ser acionado caso o órgão com poder de polícia ou regulatório não cumpra com as minhas solicitações?,"Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
"14. Se o órgão responsável não atender às minhas requisições, isso me impede de pedir ajuda ao GATE?","Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
15. Ainda posso recorrer ao GATE se o órgão com poder de polícia ou regulatório não responder às minhas demandas?,"Em casos excepcionais, devidamente justificados e documentados pelo solicitante, e de alta prioridade segundo os critérios fixados pelo GATE em protocolos próprios, a Coordenação poderá dispensar o cumprimento do requisito da complementaridade. Contudo, em se tratando de omissão ou de negligência do órgão competente para realizar a inspeção, a vistoria, ou para apresentar ao MPRJ os demais elementos indispensáveis à investigação, a ausência de comprovação da atuação estruturante ou sancionatória por parte do órgão solicitante, voltada a superar o quadro de omissão, poderá gerar efeitos negativos na priorização da solicitação ou, em último caso, a inadmissibilidade de solicitações futuras, da mesma natureza."
